H
X: 	 Y:
0.0	0.0
0.05	0.001590762767370186
0.1	0.0016418480710082282
0.15000000000000002	0.001713701923857919
0.2	0.0018302777051894777
0.25	0.0019710455483059196
0.3	0.002182934045985437
0.35	0.0024234449158369387
0.39999999999999997	0.0027727631686380112
0.44999999999999996	0.003142729358742919
0.49999999999999994	0.003656692665790242
0.5499999999999999	0.004121628614502057
0.6	0.004692527644826551
0.65	0.005244675587019947
0.7000000000000001	0.005962157771054385
0.7500000000000001	0.006713455388707713
0.8000000000000002	0.007749107279053138
0.8500000000000002	0.008864321263245552
0.9000000000000002	0.010431098557931704
0.9500000000000003	0.012058613969273806
1.0000000000000002	0.014289852717895492
1.0500000000000003	0.016286649989279783
1.1000000000000003	0.018714778427408672
1.1500000000000004	0.021041038092045026
1.2000000000000004	0.024041438114090055
1.2500000000000004	0.027165583413471788
1.3000000000000005	0.031456640055335765
1.3500000000000005	0.036067915544199386
1.4000000000000006	0.0425409458398273
1.4500000000000006	0.04926394932006368
1.5000000000000007	0.058486058648058725
1.5500000000000007	0.06673937410998548
1.6000000000000008	0.07677789169866825
1.6500000000000008	0.08639603152089573
1.7000000000000008	0.09880976721402986
1.7500000000000009	0.11174911711678805
1.800000000000001	0.1295575181180562
1.850000000000001	0.14874219827103763
1.900000000000001	0.1757743495315742
1.950000000000001	0.20395470061921736
2.000000000000001	0.24281821021491914
2.0500000000000007	0.27768259342823287
2.1000000000000005	0.32021837989084734
2.1500000000000004	0.3610649325419454
2.2	0.41400926351089606
2.25	0.4694947716436476
2.3	0.5465558077110753
2.3499999999999996	0.6304492945692345
2.3999999999999995	0.750552516922465
2.4499999999999993	0.8776754552038438
2.499999999999999	1.056956978000168
2.549999999999999	1.2191393471821101
2.5999999999999988	1.4190903975415243
2.6499999999999986	1.6121182424212523
2.6999999999999984	1.8656291309263318
2.7499999999999982	2.1358402266189094
2.799999999999998	2.523662344851551
2.849999999999998	2.9620933232722675
2.8999999999999977	3.630231592794211
2.9499999999999975	4.377398352544638
2.9999999999999973	5.529358082127319
3.049999999999997	6.560919279265438
3.099999999999997	7.785058129180393
3.149999999999997	8.816356761136577
3.1999999999999966	9.94265133332114
3.2499999999999964	10.885667250271615
3.2999999999999963	11.923800234601401
3.349999999999996	12.838591952714353
3.399999999999996	13.926669657747999
3.4499999999999957	14.937013618706562
3.4999999999999956	16.217165664026474
3.5499999999999954	17.250027799711354
3.599999999999995	18.339822065418826
3.649999999999995	19.176962863377657
3.699999999999995	20.00840764292264
3.7499999999999947	20.64805906621826
3.7999999999999945	21.293390555811765
3.8499999999999943	21.816374874921078
3.899999999999994	22.385870157649112
3.949999999999994	22.8727562539043
3.999999999999994	23.43814708901796
4.049999999999994	23.8638700435754
4.099999999999993	24.28532111958869
4.149999999999993	24.592503958266505
4.199999999999993	24.883862160294775
4.249999999999993	25.099413041650287
4.299999999999993	25.30932856110747
4.3499999999999925	25.47411213751448
4.399999999999992	25.6481270985233
4.449999999999992	25.792772474273303
4.499999999999992	25.956105089326915
4.549999999999992	26.07632769850814
4.599999999999992	26.193009250338456
4.6499999999999915	26.276692591855127
4.699999999999991	26.35498790975957
4.749999999999991	26.412249910065405
4.799999999999991	26.467449903699244
4.849999999999991	26.51038700001236
4.899999999999991	26.555334989988207
4.94999999999999	26.592398817966984
4.99999999999999	26.633921822697268
5.04999999999999	26.664281475112812
5.09999999999999	26.693565546642265
5.14999999999999	26.71444401736321
5.1999999999999895	26.73385864701825
5.249999999999989	26.74795819529484
5.299999999999989	26.761435323922633
5.349999999999989	26.771814949354283
5.399999999999989	26.78255450840522
5.449999999999989	26.7913063175905
5.4999999999999885	26.800986850005227
5.549999999999988	26.807958987045573
5.599999999999988	26.814544928814914
5.649999999999988	26.819081098354683
5.699999999999988	26.823078548856735
5.749999999999988	26.825734826588995
5.799999999999987	26.827934949771294
5.849999999999987	26.829291196664766
5.899999999999987	26.83025550650864
5.949999999999987	26.830668796691082
5.999999999999987	26.830668796691082
VL
X: 	 Y:
0.0	0.0
0.05	2.922132500932093
0.1	4.518653126778706
0.15000000000000002	5.421829460113698
0.2	5.93273746890979
0.25	6.221705806300397
0.3	6.385093779164019
0.35	6.477413028199332
0.39999999999999997	6.529501238795708
0.44999999999999996	6.558803352753594
0.49999999999999994	6.575190142561753
0.5499999999999999	6.584247584617394
0.5999999999999999	6.589137692223181
0.6499999999999999	6.591637211220732
0.7	6.5927421169095775
0.75	6.592999489789222
0.8	6.59270633371221
0.8500000000000001	6.592015020634384
0.9000000000000001	6.591003435620302
0.9500000000000002	6.58970887266323
1.0000000000000002	6.588159022192562
1.0500000000000003	6.586376984183684
1.1000000000000003	6.584384752988125
1.1500000000000004	6.582143806090237
1.2000000000000004	6.57959454502815
1.2500000000000004	6.576635129435474
1.3000000000000005	6.573156352544803
1.3500000000000005	6.569032113764561
1.4000000000000006	6.564156724245034
1.4500000000000006	6.558443820516972
1.5000000000000007	6.55187137440094
1.5500000000000007	6.544460709436949
1.6000000000000008	6.536258833407496
1.6500000000000008	6.52708768862812
1.7000000000000008	6.516690447279417
1.7500000000000009	6.5046493222526784
1.800000000000001	6.490515519726261
1.850000000000001	6.473784135562844
1.900000000000001	6.454027269368419
1.950000000000001	6.430920798238243
2.000000000000001	6.404386495924211
2.0500000000000007	6.374574600075151
2.1000000000000005	6.341679725687703
2.1500000000000004	6.305045260596394
2.2	6.263635865831713
2.25	6.215860106143837
2.3	6.159924747498039
2.3499999999999996	6.0939962851289
2.3999999999999995	6.0164253244852866
2.4499999999999993	5.926406449858186
2.499999999999999	5.823837778250364
2.549999999999999	5.710468841580801
2.5999999999999988	5.587123043538724
2.6499999999999986	5.452357121650142
2.6999999999999984	5.302152955780956
2.7499999999999982	5.131991418047893
2.799999999999998	4.935238190054525
2.849999999999998	4.7084908677404504
2.8999999999999977	4.447046436407242
2.9499999999999975	4.158093568165216
2.9999999999999973	3.847193831411782
3.049999999999997	3.548972361993273
3.099999999999997	3.2698584939267854
3.149999999999997	3.029668641419823
3.1999999999999966	2.817193657435452
3.2499999999999964	2.638777451642099
3.2999999999999963	2.4767544581248915
3.349999999999996	2.334978842343977
